"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Trial.Type","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"5ede2531cff15e047a4e356e",1,"Large vs small A","DEATH","BUSINESS","Study1","U","JOL_Large",5813,83,4265,"life",33.333333333333,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DEBATE","SIGHT","Study1","U","JOL_Small",4702,0,5966,"jury",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DELINQUENT","BAD","Study1","F","JOL_Small",9647,3,3577,"",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DIETARY","SACKING","Study1","U","JOL_Small",5633,2,5538,"food",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DIGESTION","STOMACH","Study1","F","JOL_Small",3879,12,5833,"guts",18.181818181818,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DISCOVER","FLOOR","Study1","U","JOL_Large",9558,37,6002,"find",22.222222222222,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DISCUSSION","TALK","Study1","F","JOL_Large",27478,57,5256,"chat",25,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DRINK","SIP","Study1","B","JOL_Small",6439,20,17032,"water",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DUE","ASSIGNMENT","Study1","S","JOL_Large",7060,50,4935,"date",28.571428571429,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","DUMP","WASTE","Study1","S","JOL_Small",13214,53,12873,"trash",40,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","EDITOR","NEWS","Study1","F","JOL_Small",6631,23,11490,"newspaper",61.538461538462,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","FIRE","BLAZE","Study1","B","JOL_Small",9500,40,7643,"hydrant",16.666666666667,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","FIX","HAND","Study1","U","JOL_Small",5402,2,11373,"repair",20,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","FULL","ENOUGH","Study1","B","JOL_Small",9653,21,5724,"empty",18.181818181818,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","GEOLOGY","ROCK","Study1","F","JOL_Small",12554,30,6785,"rock",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","GREAT","FANTASTIC","Study1","B","JOL_Large",5425,29,8548,"wall",15.384615384615,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","GRILL","BAR","Study1","S","JOL_Small",7226,33,3196,"bar",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","HAPPY","CAR","Study1","U","JOL_Large",6784,31,6350,"ending",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","HEIGHT","GROWTH","Study1","B","JOL_Small",6089,52,6015,"tall",20,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","HERD","COW","Study1","F","JOL_Large",6094,80,5027,"cows",85.714285714286,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","HIDE","SICK","Study1","U","JOL_Large",19642,NA,12700,"seek",50,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","HONEY","BEE","Study1","S","JOL_Small",4619,89,4491,"bees",85.714285714286,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","HORNET","STING","Study1","F","JOL_Small",4191,66,6085,"sting",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","HOT","CHILI","Study1","B","JOL_Large",3586,87,5851,"chilli",90.909090909091,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","HUNGER","FAMINE","Study1","B","JOL_Large",5979,34,6003,"games",54.545454545455,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","HYGIENE","CLEAN","Study1","F","JOL_Large",5600,56,6312,"wash",22.222222222222,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","KEY","LATCH","Study1","B","JOL_Small",8074,13,5506,"lock",44.444444444444,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","KIDNEY","LIVER","Study1","S","JOL_Large",4730,57,5138,"liver",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","KING","VASE","Study1","U","JOL_Large",3491,3,8939,"crown",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","LAW","ATTORNEY","Study1","B","JOL_Small",8351,30,1983,"",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","LETTUCE","SALAD","Study1","S","JOL_Small",4478,60,7908,"salad",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","LIFT","WOMAN","Study1","U","JOL_Large",4243,9,4182,"up",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","LOCATION","SITE","Study1","S","JOL_Large",8405,33,21281,"map",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","MACHINE","POSITION","Study1","U","JOL_Small",7996,21,4484,"made",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","MATH","DIVISION","Study1","B","JOL_Small",5825,26,7680,"numbers",13.333333333333,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","MEANING","DEFINITION","Study1","S","JOL_Small",6244,71,2657,"",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","NUMBER","AMOUNT","Study1","S","JOL_Large",4445,42,3485,"",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","ORCHID","FLOWER","Study1","F","JOL_Large",8202,32,5775,"apples",33.333333333333,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","PARK","HUNGRY","Study1","U","JOL_Large",4044,2,20080,"brake",18.181818181818,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","PAST","FUTURE","Study1","S","JOL_Small",7636,56,7687,"presant",30.769230769231,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","PAW","DOG","Study1","F","JOL_Large",22428,31,7676,"wolf",28.571428571429,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","PLANE","PILOT","Study1","B","JOL_Large",5249,55,21607,"airport",50,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","POP","SODA","Study1","S","JOL_Small",4835,23,8555,"work",25,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","PUSHER","CLUTTER","Study1","U","JOL_Large",3622,0,9813,"button",46.153846153846,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","REVOLUTION","WAR","Study1","F","JOL_Small",4621,34,5759,"war",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","ROOT","PLANT","Study1","F","JOL_Small",6864,6,7994,"vegetable",14.285714285714,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SENTENCE","WORD","Study1","B","JOL_Small",9129,NA,5172,"",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SHOE","FOOT","Study1","S","JOL_Small",4515,56,6795,"shop",25,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SLEEP","DROWSY","Study1","B","JOL_Small",7478,19,22827,"night",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SMELL","STENCH","Study1","B","JOL_Large",9672,40,15427,"whiff",18.181818181818,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SOON","BELT","Study1","U","JOL_Small",3772,5,8719,"after",22.222222222222,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","STRONG","ACCIDENT","Study1","U","JOL_Small",3052,NA,5717,"hard",33.333333333333,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SUGAR","RIDDLE","Study1","U","JOL_Large",5825,34,8944,"sweet",18.181818181818,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","SWAN","BIRD","Study1","F","JOL_Large",4767,69,4798,"bird",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","TAKE","SEIZE","Study1","B","JOL_Small",11074,32,5503,"away",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","TRIAL","JURY","Study1","S","JOL_Small",8127,45,4509,"jury",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","TUNA","FISH","Study1","F","JOL_Large",7087,70,5520,"fish",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","VALLEY","ADD","Study1","U","JOL_Small",6810,20,9810,"river",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","WAGE","MONEY","Study1","F","JOL_Small",5935,46,7465,"money",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","WAY","OUT","Study1","F","JOL_Large",6993,NA,4336,"out",100,100
"5ede2531cff15e047a4e356e",1,"Large vs small A","WINE","CHEESE","Study1","S","JOL_Large",4714,67,6461,"drink",0,0
"5ede2531cff15e047a4e356e",1,"Large vs small A","WORK","CHORE","Study1","B","JOL_Large",11741,66,4511,"out",25,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ALLOW","TUCK","Study1","U","JOL_Large",1780,30,2879,"truck",88.888888888889,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ARCHITECTURE","DESIGN","Study1","S","JOL_Small",2366,70,3338,"design",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ART","LION","Study1","U","JOL_Small",2888,50,3320,"dealer",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ARTERY","BRONZE","Study1","U","JOL_Small",3771,50,2753,"vein",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BABY","CHILD","Study1","S","JOL_Large",2174,40,8514,"cry",25,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BALL","RACKET","Study1","B","JOL_Large",1917,40,3718,"glove",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BATHROOM","TOILET","Study1","S","JOL_Small",2376,70,2416,"toilet",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BEGIN","END","Study1","S","JOL_Large",1484,50,1930,"end",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BITTER","COLD","Study1","F","JOL_Large",1943,50,1959,"lemon",22.222222222222,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BLOW","WIND","Study1","S","JOL_Large",1993,50,5275,"suck",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BRIDGE","WATER","Study1","F","JOL_Small",2294,40,2321,"water",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","BUG","WASP","Study1","B","JOL_Small",2354,60,2838,"lice",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","CASH","WOULD","Study1","U","JOL_Small",2010,30,2302,"money",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","CHISEL","HAMMER","Study1","F","JOL_Small",3735,60,5121,"sculpt",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","CIRCLE","ROUND","Study1","S","JOL_Small",2288,70,5739,"round",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","CLOTHES","ATTIRE","Study1","B","JOL_Small",2485,60,3897,"rail",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","CREDIT","CARD","Study1","F","JOL_Small",1976,80,2125,"card",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DARK","CAVE","Study1","B","JOL_Large",1911,60,3944,"cave",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DEATH","BUSINESS","Study1","U","JOL_Small",2115,40,3016,"coffin",28.571428571429,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DEBATE","SIGHT","Study1","U","JOL_Small",2651,30,2805,"discuss",16.666666666667,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DELINQUENT","BAD","Study1","F","JOL_Large",2357,40,2978,"war",33.333333333333,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DIETARY","SACKING","Study1","U","JOL_Large",3420,30,4517,"needs",16.666666666667,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DIGESTION","STOMACH","Study1","F","JOL_Large",2516,60,2548,"stomach",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DISCOVER","FLOOR","Study1","U","JOL_Large",1993,30,6149,"adventure",14.285714285714,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DISCUSSION","TALK","Study1","F","JOL_Large",1390,80,4609,"voice",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DRINK","SIP","Study1","B","JOL_Small",1331,70,4356,"Water",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DUE","ASSIGNMENT","Study1","S","JOL_Small",1830,70,5967,"assignment",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","DUMP","WASTE","Study1","S","JOL_Small",2800,60,6286,"rubbish",16.666666666667,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","EDITOR","NEWS","Study1","F","JOL_Small",2232,60,4110,"magazine",33.333333333333,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","FIRE","BLAZE","Study1","B","JOL_Large",2617,60,3420,"engine ",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","FIX","HAND","Study1","U","JOL_Small",2337,30,4199,"build",22.222222222222,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","FULL","ENOUGH","Study1","B","JOL_Small",2417,30,4616,"empty",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","GEOLOGY","ROCK","Study1","F","JOL_Small",1690,50,4703,"rocks",88.888888888889,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","GREAT","FANTASTIC","Study1","B","JOL_Large",1839,70,4838,"fantastic",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","GRILL","BAR","Study1","S","JOL_Large",2039,30,5197,"meat",28.571428571429,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HAPPY","CAR","Study1","U","JOL_Large",3656,30,3150,"endings",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HEIGHT","GROWTH","Study1","B","JOL_Large",1566,6,3840,"growth",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HERD","COW","Study1","F","JOL_Large",1530,70,2044,"cow",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HIDE","SICK","Study1","U","JOL_Small",2295,40,4352,"scared",40,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HONEY","BEE","Study1","S","JOL_Large",958,7,1651,"bee",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HORNET","STING","Study1","F","JOL_Large",2836,80,2189,"nest",44.444444444444,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HOT","CHILI","Study1","B","JOL_Small",2928,30,3114,"sauce",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HUNGER","FAMINE","Study1","B","JOL_Large",1961,30,4709,"food",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","HYGIENE","CLEAN","Study1","F","JOL_Large",1456,60,3771,"shower",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","KEY","LATCH","Study1","B","JOL_Small",2179,70,2999,"latch",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","KIDNEY","LIVER","Study1","S","JOL_Small",1694,70,2358,"liver",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","KING","VASE","Study1","U","JOL_Large",2640,40,5027,"royal",22.222222222222,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","LAW","ATTORNEY","Study1","B","JOL_Large",2783,70,4976,"attorney",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","LETTUCE","SALAD","Study1","S","JOL_Small",1467,50,2609,"leaf",44.444444444444,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","LIFT","WOMAN","Study1","U","JOL_Large",2168,30,2004,"woman",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","LOCATION","SITE","Study1","S","JOL_Large",1586,60,3360,"Site",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","MACHINE","POSITION","Study1","U","JOL_Small",2237,4,3109,"factory",26.666666666667,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","MATH","DIVISION","Study1","B","JOL_Small",3659,50,5836,"Division",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","MEANING","DEFINITION","Study1","S","JOL_Large",3507,40,6469,"word",14.285714285714,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","NUMBER","AMOUNT","Study1","S","JOL_Large",2489,50,6463,"phone",36.363636363636,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ORCHID","FLOWER","Study1","F","JOL_Small",1648,60,2224,"flower",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","PARK","HUNGRY","Study1","U","JOL_Large",2217,40,2533,"glass",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","PAST","FUTURE","Study1","S","JOL_Small",3666,50,2807,"future",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","PAW","DOG","Study1","F","JOL_Small",1727,60,1605,"dog",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","PLANE","PILOT","Study1","B","JOL_Large",1594,50,2806,"pilot",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","POP","SODA","Study1","S","JOL_Small",1822,70,6600,"art",28.571428571429,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","PUSHER","CLUTTER","Study1","U","JOL_Large",2289,20,8058,"pull",18.181818181818,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","REVOLUTION","WAR","Study1","F","JOL_Small",2626,30,2569,"war",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","ROOT","PLANT","Study1","F","JOL_Large",4424,70,3626,"PLant",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SENTENCE","WORD","Study1","B","JOL_Large",1730,60,2727,"words",88.888888888889,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SHOE","FOOT","Study1","S","JOL_Large",1642,80,4902,"lace",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SLEEP","DROWSY","Study1","B","JOL_Small",2690,70,2724,"bed",22.222222222222,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SMELL","STENCH","Study1","B","JOL_Large",2051,70,3154,"stink",54.545454545455,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SOON","BELT","Study1","U","JOL_Small",2032,40,5209,"near",25,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","STRONG","ACCIDENT","Study1","U","JOL_Large",3525,30,2837,"wire",33.333333333333,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SUGAR","RIDDLE","Study1","U","JOL_Small",2199,30,4748,"cake",20,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","SWAN","BIRD","Study1","F","JOL_Large",1437,6,2775,"bird",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","TAKE","SEIZE","Study1","B","JOL_Small",2598,40,2576,"give",44.444444444444,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","TRIAL","JURY","Study1","S","JOL_Large",1409,70,3082,"jury",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","TUNA","FISH","Study1","F","JOL_Small",2261,70,1886,"fish",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","VALLEY","ADD","Study1","U","JOL_Large",2072,3,5147,"hill",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","WAGE","MONEY","Study1","F","JOL_Large",2429,60,2902,"money",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","WAY","OUT","Study1","F","JOL_Small",1894,60,1593,"out",100,100
"5db0cfa9c2978c001923d74d",2,"Large vs small B","WINE","CHEESE","Study1","S","JOL_Small",3372,50,2920,"drink",0,0
"5db0cfa9c2978c001923d74d",2,"Large vs small B","WORK","CHORE","Study1","B","JOL_Small",2885,40,2215,"out",25,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","ACCIDENT","STRONG","Study1","U","JOL_Small",3151,36,2892,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","ADD","VALLEY","Study1","U","JOL_Large",2668,41,3982,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","AMOUNT","NUMBER","Study1","S","JOL_Small",5892,55,9101,"NUMBER",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","ASSIGNMENT","DUE","Study1","S","JOL_Small",5693,99,3858,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","ATTIRE","CLOTHES","Study1","F","JOL_Small",4275,85,6023,"CLOTHING",66.666666666667,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","ATTORNEY","LAW","Study1","F","JOL_Large",4403,66,5387,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","BAD","DELINQUENT","Study1","B","JOL_Large",4885,66,7008,"DELINQUENT",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","BAR","GRILL","Study1","S","JOL_Small",4002,92,4552,"GRILL",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","BEE","HONEY","Study1","S","JOL_Small",2707,99,3570,"HONEY",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","BELT","SOON","Study1","U","JOL_Large",4559,28,3214,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","BIRD","SWAN","Study1","B","JOL_Large",3076,55,3833,"SWAN",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","BLAZE","FIRE","Study1","F","JOL_Small",4395,85,4149,"FIRE",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","BRONZE","ARTERY","Study1","U","JOL_Large",5327,14,10549,"TALLY",36.363636363636,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","BUSINESS","DEATH","Study1","U","JOL_Large",4934,86,3587,"DEATH",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CAR","HAPPY","Study1","U","JOL_Small",4488,24,3976,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","CARD","CREDIT","Study1","B","JOL_Small",5257,74,4650,"CREDIT",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CAVE","DARK","Study1","F","JOL_Large",9048,84,3963,"DARK",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CHEESE","WINE","Study1","S","JOL_Large",2934,85,7545,"WINE",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CHILD","BABY","Study1","S","JOL_Small",5703,88,2631,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","CHILI","HOT","Study1","F","JOL_Large",5443,65,5807,"HOT",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CHORE","WORK","Study1","F","JOL_Small",3747,45,6113,"WORK",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CLEAN","HYGIENE","Study1","B","JOL_Small",3902,94,6726,"HYGIENE",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","CLUTTER","PUSHER","Study1","U","JOL_Large",4164,22,15209,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","COLD","BITTER","Study1","B","JOL_Small",3588,24,5405,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","COW","HERD","Study1","B","JOL_Large",5801,83,3664,"HERD",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","DEFINITION","MEANING","Study1","S","JOL_Large",5800,74,4344,"MEANING",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","DESIGN","ARCHITECTURE","Study1","S","JOL_Large",2875,64,11078,"ARCHITECTURE",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","DIVISION","MATH","Study1","F","JOL_Small",4528,54,2251,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","DOG","PAW","Study1","B","JOL_Large",4012,86,3692,"PAW",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","DROWSY","SLEEP","Study1","F","JOL_Small",3291,72,4276,"TIRED",20,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","END","BEGIN","Study1","S","JOL_Small",6812,82,3708,"BEGIN",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","ENOUGH","FULL","Study1","F","JOL_Small",6436,83,8863,"FULL",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","FAMINE","HUNGER","Study1","F","JOL_Small",2733,66,4838,"HUNGRY",83.333333333333,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","FANTASTIC","GREAT","Study1","F","JOL_Small",2904,54,4239,"GREAT",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","FISH","TUNA","Study1","B","JOL_Small",4127,74,4531,"TUNA",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","FLOOR","DISCOVER","Study1","U","JOL_Large",4792,22,9872,"BASEBALL",25,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","FLOWER","ORCHID","Study1","B","JOL_Small",3435,99,4616,"ORCHID",100,100
"5d9c8a8033801b00145a6803",3,"Large vs small C","FOOT","SHOE","Study1","S","JOL_Large",3930,86,2750,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","FUTURE","PAST","Study1","S","JOL_Small",5890,78,4892,"",0,0
"5d9c8a8033801b00145a6803",3,"Large vs small C","GROWTH","HEIGHT","Study1","F","JOL_Large",3480,87,5549,"HEIGHT",100,100
