"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Trial.Type","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","BOTH","OUNCE","Study1","U","JOL_Small",3466,"0",5694,"",0,0
"5f151a1c200b7911969aba6c",1,"Size U A","BOTH","OUNCE","Study1","U","JOL_Small",5906,"55",3034,"",0,0
"5f16c30d59ac784a401cb353",1,"Size U A","BOTH","OUNCE","Study1","U","JOL_Large",10941,"60",1391,"",0,0
"5f189519b4fb2a0845d3633d",1,"Size U A","BOTH","OUNCE","Study1","U","JOL_Small",5169,"30",4656,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",5475,"15",2237,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",752,"7",3110,"BAND",20,0
"5caa2f919f9fb8000185329b",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",9330,"3",9620,"Steam ",18.181818181818,0
"5cbb39cb98560b0016678e5b",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",7919,"65",5231,"Infection",80,0
"5d77eb3007e8770001acdef8",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",2478,"70",1486,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",6946,"5",7477,"",0,0
"5e86516e2c33ae2829df3983",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",4985,"23",2552,"",0,0
"5e891584cdbaa65a740e076d",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",2073,"0",1929,"",0,0
"5e928bc7b4f9c10eeee9217b",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",1805,"63",1730,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",3513,"30",3459,"",0,0
"5ea964a32f7b3304bb975a05",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",7240,"20",4709,"wide",40,0
"5eb201f369cc97175a5a6490",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",3199,"45",3255,"SKIP",20,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",5129,"1",9138,"",0,0
"5ec4363c0e821a30218c9a67",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",3278,"65",2045,"",0,0
"5efb789be4c8450e986ce093",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",4997,"10",2976,"bean",20,0
"5f140ed5565000448d082e16",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",8058,"30",16458,"Place",18.181818181818,0
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Large",6680,"30",6342,"Infect",100,100
"5f151a1c200b7911969aba6c",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",6575,"10",5865,"",0,0
"5f16c30d59ac784a401cb353",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",7410,"30",7351,"wound",18.181818181818,0
"5f189519b4fb2a0845d3633d",1,"Size U A","BROAD","INFECT","Study1","U","JOL_Small",5844,"10",4709,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",6000,"10",6382,"shirt",16.666666666667,0
"5b2c0de67297750001c794ab",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",3130,"2",6386,"CONFETTI",40,0
"5caa2f919f9fb8000185329b",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",6581,"20",7645,"Bake",18.181818181818,0
"5cbb39cb98560b0016678e5b",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",4494,"60",5152,"Clothes",100,100
"5d77eb3007e8770001acdef8",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",1876,"1",1192,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",5462,"10",7468,"CLOTHES",100,100
"5e86516e2c33ae2829df3983",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",8505,"35",13355,"C",25,0
"5e891584cdbaa65a740e076d",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",3022,"0",5173,"",0,0
"5e928bc7b4f9c10eeee9217b",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",4410,"62",1039,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",1767,"22",4927,"sugar",16.666666666667,0
"5ea964a32f7b3304bb975a05",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",8836,"30",7152,"birthday",26.666666666667,0
"5eb201f369cc97175a5a6490",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",3172,"50",3274,"BUTTER",30.769230769231,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",4969,"2",3263,"",0,0
"5ec4363c0e821a30218c9a67",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",6698,"45",3922,"Clothes",100,100
"5efb789be4c8450e986ce093",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",3613,"30",4996,"c",25,0
"5f140ed5565000448d082e16",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",10572,"30",3876,"Clothes",100,100
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",8668,"20",3595,"Clothing",66.666666666667,0
"5f151a1c200b7911969aba6c",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",6687,"50",7186,"BUTTER",30.769230769231,0
"5f16c30d59ac784a401cb353",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Large",4637,"40",11983,"",0,0
"5f189519b4fb2a0845d3633d",1,"Size U A","CAKE","CLOTHES","Study1","U","JOL_Small",8081,"15",1607,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",8037,"5",1586,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",867,"5",8242,"FIZZ",0,0
"5caa2f919f9fb8000185329b",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",5554,"5",4440,"Cereal",20,0
"5cbb39cb98560b0016678e5b",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",3708,"5",4164,"Pop",0,0
"5d77eb3007e8770001acdef8",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",2005,"60",1023,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",3736,"2",3886,"",0,0
"5e86516e2c33ae2829df3983",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",11710,"16",1431,"",0,0
"5e891584cdbaa65a740e076d",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",3155,"0",1875,"abl",85.714285714286,100
"5e928bc7b4f9c10eeee9217b",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",4368,"31",2872,"Fire",25,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",3959,"15",1917,"pop",0,0
"5ea964a32f7b3304bb975a05",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",4811,"20",3842,"pop",0,0
"5eb201f369cc97175a5a6490",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",5091,"90",2637,"SKIP",0,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",6342,"3",12152,"Pop",0,0
"5ec4363c0e821a30218c9a67",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",4598,"5",15787,"Scratching",14.285714285714,0
"5efb789be4c8450e986ce093",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",3939,"20",5926,"able",100,100
"5f140ed5565000448d082e16",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",7873,"80",5640,"Able",100,100
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",8982,"0",2267,"",0,0
"5f151a1c200b7911969aba6c",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Small",5799,"10",4973,"",0,0
"5f16c30d59ac784a401cb353",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",7598,"35",8039,"",0,0
"5f189519b4fb2a0845d3633d",1,"Size U A","CRACKLE","ABLE","Study1","U","JOL_Large",3869,"60",2032,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",6132,"5",3376,"rate",100,100
"5b2c0de67297750001c794ab",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",1831,"3",7642,"RULE",50,0
"5caa2f919f9fb8000185329b",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",7216,"10",5515,"Hold ",0,0
"5cbb39cb98560b0016678e5b",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",4483,"20",13040,"Rise",50,0
"5d77eb3007e8770001acdef8",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",2491,"0",2850,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",4171,"10",6787,"RANK",50,0
"5e86516e2c33ae2829df3983",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",5837,"11",30300,"EI",33.333333333333,0
"5e891584cdbaa65a740e076d",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",2471,"0",2642,"",0,0
"5e928bc7b4f9c10eeee9217b",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",2380,"40",757,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",6083,"40",3807,"colour",20,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",13247,"50",5171,"",0,0
"5ea964a32f7b3304bb975a05",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",8503,"20",6098,"paper",44.444444444444,0
"5eb201f369cc97175a5a6490",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",2650,"80",2454,"SKIP",0,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",9989,"1",3512,"",0,0
"5ec4363c0e821a30218c9a67",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",2707,"0",2728,"Red",57.142857142857,0
"5efb789be4c8450e986ce093",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",3228,"20",3972,"rate",100,100
"5f140ed5565000448d082e16",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",4152,"0",6416,"Fuzzy",0,0
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",10648,"0",5104,"Rate",100,100
"5f151a1c200b7911969aba6c",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Large",4772,"50",3509,"RATE",100,100
"5f16c30d59ac784a401cb353",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",9510,"60",15580,"break",44.444444444444,0
"5f189519b4fb2a0845d3633d",1,"Size U A","CRAYON","RATE","Study1","U","JOL_Small",2874,"5",1721,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",10410,"5",2454,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",5644,"10",3123,"RISE",22.222222222222,0
"5caa2f919f9fb8000185329b",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",3997,"0",3536,"Earn",44.444444444444,0
"5cbb39cb98560b0016678e5b",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",5728,"35",4845,"Chair",100,100
"5d77eb3007e8770001acdef8",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",2293,"20",753,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",3473,"5",3232,"CHAIR",100,100
"5e86516e2c33ae2829df3983",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",5050,"12",1956,"",0,0
"5e891584cdbaa65a740e076d",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",2744,"5",2369,"chair",100,100
"5e928bc7b4f9c10eeee9217b",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",3355,"18",623,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",2584,"10",2001,"chair",100,100
"5ea964a32f7b3304bb975a05",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",7700,"50",9806,"",0,0
"5eb201f369cc97175a5a6490",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",5873,"59",4968,"TEMPERATURE",12.5,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",16831,"25",7523,"Chair",100,100
"5ec4363c0e821a30218c9a67",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",2220,"5",5280,"",0,0
"5efb789be4c8450e986ce093",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",2490,"10",3898,"chair",100,100
"5f140ed5565000448d082e16",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",6079,"70",8278,"Line",22.222222222222,0
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Large",6100,"20",12819,"chair",100,100
"5f151a1c200b7911969aba6c",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",4943,"35",6091,"SCHOOL",36.363636363636,0
"5f16c30d59ac784a401cb353",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",8084,"40",6168,"Chair",100,100
"5f189519b4fb2a0845d3633d",1,"Size U A","DEGREE","CHAIR","Study1","U","JOL_Small",2986,"5",4240,"Take",22.222222222222,0
"5aa8ebf089de8200013f8c48",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",10846,"60",3003,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",13108,"65",10168,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",3296,"33",3962,"TASK",0,0
"5caa2f919f9fb8000185329b",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",6724,"5",8312,"Passing ",18.181818181818,0
"5cbb39cb98560b0016678e5b",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",4044,"80",3643,"Poor",100,100
"5d77eb3007e8770001acdef8",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",1792,"50",1599,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",5225,"6",2077,"",0,0
"5e86516e2c33ae2829df3983",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",4999,"68",7047,"HARD",25,0
"5e891584cdbaa65a740e076d",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",3133,"35",2280,"",0,0
"5e928bc7b4f9c10eeee9217b",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",2048,"40",1802,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",3648,"20",2406,"hard",25,0
"5ea964a32f7b3304bb975a05",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",4583,"20",5250,"easy",0,0
"5eb201f369cc97175a5a6490",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",2924,"80",6436,"SKIP",25,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",13058,"70",6002,"Poor",100,100
"5ec4363c0e821a30218c9a67",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",4346,"85",3235,"",0,0
"5efb789be4c8450e986ce093",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",3163,"40",2994,"hard",25,0
"5f140ed5565000448d082e16",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",9905,"90",4059,"Poor",100,100
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",6553,"25",7157,"",0,0
"5f151a1c200b7911969aba6c",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",4053,"80",4337,"",0,0
"5f16c30d59ac784a401cb353",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Large",5332,"80",11911,"poor",100,100
"5f189519b4fb2a0845d3633d",1,"Size U A","DIFFICULT","POOR","Study1","U","JOL_Small",5511,"35",1133,"",0,0
"5aa8ebf089de8200013f8c48",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",5724,"10",22966,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",824,"8",7611,"SWEATER",100,100
"5caa2f919f9fb8000185329b",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",8707,"5",4839,"Spell",33.333333333333,0
"5cbb39cb98560b0016678e5b",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",7624,"20",8201,"Spell",33.333333333333,0
"5d77eb3007e8770001acdef8",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",1354,"20",1960,"FUZZY",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",5407,"10",5981,"SWEATER",100,100
"5e86516e2c33ae2829df3983",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",5625,"13",1644,"",0,0
"5e891584cdbaa65a740e076d",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",1654,"0",2895,"jumper",30.769230769231,0
"5e928bc7b4f9c10eeee9217b",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",2801,"32",649,"",0,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",2728,"60",5723,"puzzle",15.384615384615,0
"5ea964a32f7b3304bb975a05",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",5284,"30",2569,"",0,0
"5eb201f369cc97175a5a6490",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",2916,"40",8069,"SKIP",18.181818181818,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",10176,"3",6030,"Space",50,0
"5ec4363c0e821a30218c9a67",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",3861,"5",3035,"Felt",36.363636363636,0
"5efb789be4c8450e986ce093",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",3076,"30",4305,"sweater",100,100
"5f140ed5565000448d082e16",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",6148,"20",7475,"Fuzzy",0,0
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",8296,"5",2438,"",0,0
"5f151a1c200b7911969aba6c",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",6128,"25",7664,"",0,0
"5f16c30d59ac784a401cb353",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",5543,"50",4931,"jumper",30.769230769231,0
"5f16c30d59ac784a401cb353",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Small",4063,"90",7187,"sweater",100,100
"5f189519b4fb2a0845d3633d",1,"Size U A","DIZZY","SWEATER","Study1","U","JOL_Large",2741,"10",11369,"Sign",18.181818181818,0
"5aa8ebf089de8200013f8c48",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",7278,"5",5280,"",0,0
"5b2c0de67297750001c794ab",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",1923,"4",9738,"VEX",0,0
"5caa2f919f9fb8000185329b",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",4219,"0",8325,"Let ",28.571428571429,0
"5cbb39cb98560b0016678e5b",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",3794,"5",3320,"Lush",100,100
"5d77eb3007e8770001acdef8",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",1890,"60",557,"",0,0
"5e6a6066d2723d016a56e77f",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",9507,"40",3875,"LUSH",100,100
"5e86516e2c33ae2829df3983",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",5571,"67",14376,"",0,0
"5e891584cdbaa65a740e076d",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",2442,"10",3461,"lush",100,100
"5e928bc7b4f9c10eeee9217b",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",2858,"20",5000,"Animal",20,0
"5ea04bf0549a55078a07eb5d",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",1794,"40",2387,"horse",22.222222222222,0
"5ea964a32f7b3304bb975a05",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",8567,"20",8757,"ass",28.571428571429,0
"5eb201f369cc97175a5a6490",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",2132,"70",4915,"SKIP",25,0
"5ebfccc3903b333adb41bbd0",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",14283,"75",7027,"Lush",100,100
"5ec4363c0e821a30218c9a67",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",2663,"5",3082,"Pull",25,0
"5efb789be4c8450e986ce093",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",2885,"20",3372,"jazz",0,0
"5f140ed5565000448d082e16",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Large",5017,"10",6483,"Tired",0,0
"5f150c8fd0d9fa5978ccd1e6",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",5141,"10",5214,"",0,0
"5f151a1c200b7911969aba6c",1,"Size U A","DONKEY","LUSH","Study1","U","JOL_Small",4795,"80",5510,"LUSH",100,100
